GENE_ENTREZ_ID,GENE_SYMBOL,DISEASE_IDS
8799,PEX11B,"OMIM:614920,ORPHA:772,ORPHA:912,ORPHA:44"
5193,PEX12,"ORPHA:772,ORPHA:912,OMIM:614859,ORPHA:44,OMIM:266510"
5194,PEX13,"OMIM:614885,OMIM:614883,ORPHA:772,ORPHA:912,ORPHA:44"
5195,PEX14,"ORPHA:772,ORPHA:912,ORPHA:44,OMIM:614887"
9409,PEX16,"OMIM:614877,ORPHA:772,ORPHA:912,ORPHA:44,OMIM:614876"
5824,PEX19,"ORPHA:772,ORPHA:912,OMIM:614886,ORPHA:44"
5828,PEX2,"ORPHA:772,ORPHA:912,OMIM:614867,ORPHA:44,OMIM:614866"
55670,PEX26,"ORPHA:772,OMIM:614872,ORPHA:912,ORPHA:44,OMIM:614873"
8504,PEX3,"OMIM:614882,ORPHA:772,ORPHA:912,ORPHA:44,OMIM:617370"
5830,PEX5,"OMIM:202370,OMIM:214110,ORPHA:772,ORPHA:912,ORPHA:44,OMIM:616716"
5190,PEX6,"OMIM:614863,ORPHA:772,ORPHA:95433,ORPHA:3220,ORPHA:912,OMIM:616617,OMIM:614862,ORPHA:44"
26227,PHGDH,"ORPHA:79351,OMIM:601815,OMIM:256520,ORPHA:2671"
5256,PHKA2,"ORPHA:264580,OMIM:306000"
5261,PHKG2,"OMIM:613027,ORPHA:264580"
23556,PIGN,"ORPHA:280633,ORPHA:2059,OMIM:614080"
5290,PIK3CA,"OMIM:613659,ORPHA:2495,OMIM:613089,OMIM:114480,ORPHA:99802,OMIM:114550,ORPHA:60040,ORPHA:276280,ORPHA:144,OMIM:615108,OMIM:167000,OMIM:155500,OMIM:114500,OMIM:162900,OMIM:182000,OMIM:602501,OMIM:612918,ORPHA:201,OMIM:211980"
5320,PLA2G2A,OMIM:114500
5340,PLG,"ORPHA:722,OMIM:619360,OMIM:217090"
5346,PLIN1,"OMIM:613877,ORPHA:280356"
5373,PMM2,"OMIM:212065,ORPHA:79318"
5378,PMS1,"ORPHA:144,OMIM:120435"
5395,PMS2,"ORPHA:144,OMIM:619101,OMIM:614337"
25886,POC1A,OMIM:614813
79983,POF1B,OMIM:300604
5424,POLD1,"ORPHA:447877,OMIM:612591,OMIM:615381"
5426,POLE,"OMIM:615083,ORPHA:447877,OMIM:615139,ORPHA:85173,OMIM:618336"
5428,POLG,"OMIM:603041,ORPHA:94125,ORPHA:70595,OMIM:157640,OMIM:258450,ORPHA:298,ORPHA:726,ORPHA:254892,ORPHA:254886,OMIM:607459,OMIM:613662,OMIM:203700"
11232,POLG2,"OMIM:618528,OMIM:610131,ORPHA:254892,OMIM:619425"
84172,POLR1B,"ORPHA:861,OMIM:618939"
9533,POLR1C,"ORPHA:861,ORPHA:88637,OMIM:616494,OMIM:248390"
51082,POLR1D,"ORPHA:861,OMIM:613717"
5447,POR,"ORPHA:83,ORPHA:95699,OMIM:613571,OMIM:207410,OMIM:201750"
64840,PORCN,"ORPHA:2092,OMIM:305600"
5468,PPARG,"OMIM:601665,OMIM:604367,ORPHA:528,OMIM:125853,ORPHA:79083"
4659,PPP1R12A,OMIM:618820
5518,PPP2R1A,"ORPHA:457284,OMIM:616362"
63976,PRDM16,"OMIM:615373,ORPHA:154,ORPHA:1606"
5573,PRKAR1A,"ORPHA:280651,OMIM:610489,OMIM:255960,ORPHA:950,ORPHA:520,ORPHA:615,OMIM:101800,OMIM:160980,ORPHA:1359,ORPHA:189439"
5580,PRKCD,"ORPHA:1572,ORPHA:3261,OMIM:615559"
5071,PRKN,"OMIM:167000,ORPHA:2828,OMIM:600116,OMIM:211980"
5618,PRLR,"ORPHA:397685,OMIM:615555,OMIM:615554"
60675,PROK2,"ORPHA:478,ORPHA:432,OMIM:610628"
128674,PROKR2,"ORPHA:3157,ORPHA:478,ORPHA:432,OMIM:244200,ORPHA:95496"
29893,PSMC3IP,"OMIM:614324,ORPHA:243"
5727,PTCH1,"ORPHA:93926,ORPHA:280200,ORPHA:377,OMIM:610828,ORPHA:93924,OMIM:109400,ORPHA:77301,ORPHA:220386,OMIM:605462,ORPHA:280195,ORPHA:93925"
8643,PTCH2,"OMIM:155255,ORPHA:377,OMIM:109400,OMIM:605462"
5728,PTEN,"OMIM:158350,ORPHA:744,ORPHA:79076,OMIM:605309,ORPHA:2969,ORPHA:109,ORPHA:137608,OMIM:176807,ORPHA:65285,OMIM:607174,ORPHA:101070,ORPHA:201,ORPHA:145"
5781,PTPN11,"ORPHA:648,OMIM:151100,ORPHA:500,ORPHA:2499,OMIM:607785,OMIM:163950,OMIM:156250"
5782,PTPN12,OMIM:114500
5795,PTPRJ,OMIM:114500
145624,PWAR1,OMIM:176270
791114,PWRN1,OMIM:176270
22931,RAB18,"OMIM:614222,ORPHA:2510"
22930,RAB3GAP1,"ORPHA:1387,OMIM:600118,ORPHA:2510,OMIM:619420"
25782,RAB3GAP2,"ORPHA:1387,OMIM:212720,ORPHA:401830,ORPHA:2510,OMIM:614225"
285282,RABL3,"OMIM:618680,ORPHA:1333"
5881,RAC3,OMIM:618577
5885,RAD21,"ORPHA:199,OMIM:614701,OMIM:611376"
10111,RAD50,"OMIM:613078,ORPHA:145"
5888,RAD51,"ORPHA:238722,OMIM:617244,OMIM:614508,OMIM:114480,ORPHA:84,ORPHA:145"
5889,RAD51C,"OMIM:613399,ORPHA:84,OMIM:613390,ORPHA:145"
5892,RAD51D,ORPHA:145
25788,RAD54B,"OMIM:114500,OMIM:605027"
5915,RARB,"ORPHA:2470,OMIM:615524"
10125,RASGRP1,"ORPHA:3261,OMIM:618534"
9939,RBM8A,"ORPHA:3320,OMIM:274000"
55213,RCBTB1,OMIM:617175
9401,RECQL4,"OMIM:268400,ORPHA:221016,OMIM:266280,ORPHA:1225,OMIM:218600"
5970,RELA,"ORPHA:251636,OMIM:618287"
473,RERE,"OMIM:616975,ORPHA:494344,ORPHA:1606"
5979,RET,"ORPHA:276621,OMIM:155240,OMIM:171300,OMIM:171400,ORPHA:388,ORPHA:29072,OMIM:162300,ORPHA:1848,ORPHA:99803,OMIM:142623"
55159,RFWD3,"OMIM:617784,ORPHA:84"
54453,RIN2,"ORPHA:217335,OMIM:613075"
54101,RIPK4,"OMIM:214350,OMIM:263650,ORPHA:1234,ORPHA:1401"
134701,RIPPLY2,"OMIM:616566,ORPHA:2311"
54894,RNF43,"ORPHA:157798,OMIM:617108"
4920,ROR2,"OMIM:268310,ORPHA:1507,OMIM:113000"
6197,RPS6KA3,"OMIM:303600,ORPHA:192,OMIM:300844,ORPHA:276630,ORPHA:777"
284654,RSPO1,"OMIM:610644,ORPHA:85112"
340419,RSPO2,"OMIM:618022,OMIM:618021,ORPHA:3301"
51750,RTEL1,"ORPHA:1775,ORPHA:2032,ORPHA:3322,OMIM:616373,OMIM:615190"
6299,SALL1,"ORPHA:857,OMIM:107480"
57167,SALL4,"ORPHA:2307,OMIM:147750,OMIM:607323,ORPHA:233,ORPHA:959"
49855,SCAPER,"ORPHA:110,ORPHA:791,OMIM:618195"
10806,SDCCAG8,"ORPHA:110,OMIM:615993,OMIM:613615,ORPHA:3156"
6390,SDHB,"ORPHA:276621,OMIM:606764,ORPHA:3208,OMIM:171300,ORPHA:29072,OMIM:619224,ORPHA:44890,OMIM:115310,ORPHA:97286,OMIM:606864,ORPHA:201"
6391,SDHC,"OMIM:606764,OMIM:605373,ORPHA:29072,ORPHA:44890,ORPHA:97286,OMIM:606864,ORPHA:201"
6392,SDHD,"ORPHA:276621,ORPHA:3208,OMIM:171300,ORPHA:100093,ORPHA:29072,OMIM:619167,ORPHA:97286,OMIM:606864,OMIM:168000,ORPHA:201"
10483,SEC23B,"OMIM:616858,OMIM:224100,ORPHA:201"
10371,SEMA3A,"ORPHA:478,ORPHA:130,OMIM:614897"
9723,SEMA3E,"OMIM:146110,ORPHA:138,OMIM:214800"
64218,SEMA4A,"ORPHA:1872,OMIM:610283,OMIM:610282,ORPHA:791,ORPHA:440437"
26040,SETBP1,"ORPHA:798,OMIM:269150,ORPHA:436151,OMIM:616078"
29072,SETD2,"ORPHA:821,OMIM:616831"
10262,SF3B4,"OMIM:154400,ORPHA:245,ORPHA:1788"
6497,SKI,"ORPHA:2462,OMIM:182212,ORPHA:1606"
29957,SLC25A24,"ORPHA:2963,OMIM:612289,ORPHA:2095"
7355,SLC35A2,"ORPHA:356961,OMIM:300896"
2542,SLC37A4,"OMIM:232220,ORPHA:79259,OMIM:232240"
388662,SLC6A17,"ORPHA:457212,OMIM:616269"
84464,SLX4,"OMIM:613951,ORPHA:84"
4088,SMAD3,"ORPHA:284984,ORPHA:91387,OMIM:613795"
4089,SMAD4,"OMIM:174900,OMIM:260350,ORPHA:329971,OMIM:139210,ORPHA:91387,OMIM:175050,ORPHA:1333,ORPHA:2588,ORPHA:774"
6595,SMARCA2,"ORPHA:3051,OMIM:601358,OMIM:619293,ORPHA:2728"
8243,SMC1A,"ORPHA:199,OMIM:301044,OMIM:300590,ORPHA:220386,ORPHA:3095"
9126,SMC3,"ORPHA:199,OMIM:610759"
23347,SMCHD1,"OMIM:158901,ORPHA:2250,ORPHA:269,OMIM:603457"
338433,SNORD115-1,"ORPHA:177910,ORPHA:177904,OMIM:176270,ORPHA:177901"
100033413,SNORD116-1,"ORPHA:177910,ORPHA:177904,OMIM:176270,ORPHA:177901"
6638,SNRPN,"OMIM:209850,ORPHA:177907,OMIM:105830,ORPHA:177910,ORPHA:411515,ORPHA:177904,OMIM:176270,ORPHA:177901,ORPHA:98754"
402381,SOHLH1,"ORPHA:399805,OMIM:617690,OMIM:618115"
6663,SOX10,"OMIM:613266,ORPHA:478,ORPHA:895,OMIM:609136,ORPHA:897,OMIM:611584,ORPHA:163746"
6658,SOX3,"OMIM:300123,ORPHA:3157,ORPHA:67045,ORPHA:393,OMIM:312000,ORPHA:90695"
6662,SOX9,"ORPHA:393,ORPHA:2138,ORPHA:251510,ORPHA:718,ORPHA:140,ORPHA:242,OMIM:114290"
23384,SPECC1L,"ORPHA:1519,OMIM:600251,OMIM:145410,OMIM:145420"
23013,SPEN,"OMIM:619312,ORPHA:1606"
10653,SPINT2,OMIM:270420
81848,SPRY4,"OMIM:146110,OMIM:615266,ORPHA:478,ORPHA:432"
6714,SRC,"OMIM:616937,OMIM:114500"
6716,SRD5A2,"OMIM:264600,ORPHA:753"
6736,SRY,"OMIM:400044,ORPHA:393,ORPHA:1772,ORPHA:2138,ORPHA:251510,ORPHA:242,OMIM:400045"
10734,STAG3,OMIM:615723
6794,STK11,"OMIM:155600,OMIM:260350,OMIM:175200,OMIM:273300,ORPHA:2869"
219736,STOX1,"OMIM:609404,ORPHA:275555"
64220,STRA6,"ORPHA:2470,OMIM:601186"
51684,SUFU,"ORPHA:2495,OMIM:155255,ORPHA:280200,ORPHA:377,OMIM:607174,OMIM:109400,ORPHA:475,OMIM:617757"
6866,TAC3,"OMIM:614839,ORPHA:432"
6870,TACR3,"ORPHA:478,ORPHA:432,OMIM:614840"
6888,TALDO1,"ORPHA:101028,OMIM:606003"
128637,TBC1D20,"OMIM:615663,ORPHA:2510"
6899,TBX1,"ORPHA:3303,ORPHA:567,OMIM:188400,ORPHA:1727,OMIM:187500,OMIM:217095,OMIM:192430"
6913,TBX15,"ORPHA:93333,OMIM:260660"
6926,TBX3,"OMIM:181450,ORPHA:3138"
6911,TBX6,"OMIM:122600,ORPHA:1797"
6949,TCOF1,"ORPHA:861,OMIM:154500"
26123,TCTN3,"OMIM:258860,ORPHA:564,ORPHA:2754,ORPHA:2753,OMIM:614815"
7012,TERC,"OMIM:127550,ORPHA:1775,OMIM:614743,ORPHA:88,ORPHA:2032"
7015,TERT,"OMIM:601626,ORPHA:2495,OMIM:614742,ORPHA:88,ORPHA:618,OMIM:127550,ORPHA:1775,OMIM:178500,OMIM:613989,ORPHA:2032,OMIM:615134,ORPHA:3322,OMIM:609135"
7046,TGFBR1,"OMIM:132800,ORPHA:91387,ORPHA:60030,OMIM:609192"
7048,TGFBR2,"OMIM:133239,ORPHA:99977,ORPHA:91387,ORPHA:144,ORPHA:60030,OMIM:614331,OMIM:610168"
79228,THOC6,"ORPHA:363444,OMIM:613680"
26277,TINF2,"OMIM:127550,ORPHA:1775,OMIM:268130,ORPHA:3322,OMIM:613990"
7097,TLR2,"OMIM:246300,OMIM:114500"
7148,TNXB,"OMIM:615963,OMIM:606408,ORPHA:230839"
114034,TOE1,"OMIM:614969,ORPHA:284339"
7157,TP53,"OMIM:202300,OMIM:260350,ORPHA:3318,OMIM:137800,OMIM:260500,ORPHA:1333,OMIM:114480,ORPHA:668,ORPHA:2807,OMIM:114550,OMIM:151623,ORPHA:524,OMIM:259500,OMIM:618165,OMIM:607107,OMIM:114500,ORPHA:1501,ORPHA:145"
8626,TP63,"ORPHA:93930,OMIM:103285,ORPHA:141291,ORPHA:978,ORPHA:1896,OMIM:605289,ORPHA:199302,OMIM:603543,OMIM:604292,ORPHA:1071,ORPHA:199306,OMIM:106260,ORPHA:2440,OMIM:129400,ORPHA:69085"
26146,TRAF3IP1,"ORPHA:3156,OMIM:616629"
10758,TRAF3IP2,"OMIM:615527,ORPHA:1334"
10293,TRAIP,"ORPHA:808,OMIM:616777"
22954,TRIM32,"ORPHA:110,ORPHA:1878,OMIM:615988,OMIM:254110"
9319,TRIP13,"ORPHA:1052,OMIM:617598,OMIM:619011,ORPHA:654"
7248,TSC1,"ORPHA:805,OMIM:606690,ORPHA:538,OMIM:191100,OMIM:607341"
7249,TSC2,"OMIM:613254,ORPHA:805,OMIM:606690,ORPHA:538,OMIM:607341"
123016,TTC8,"OMIM:615985,ORPHA:110,OMIM:613464,ORPHA:791"
80185,TTI2,"OMIM:615541,ORPHA:391307"
117581,TWIST2,"ORPHA:920,OMIM:209885,OMIM:227260,ORPHA:1807,OMIM:200110,ORPHA:1231"
56652,TWNK,"ORPHA:1186,ORPHA:70595,OMIM:271245,ORPHA:254892,OMIM:607459,OMIM:609286,OMIM:616138"
29089,UBE2T,"OMIM:616435,ORPHA:84"
89910,UBE3B,"OMIM:244450,ORPHA:2707"
197131,UBR1,"ORPHA:2315,OMIM:243800"
79650,USB1,"ORPHA:1775,OMIM:604173"
9101,USP8,"OMIM:219090,ORPHA:96253,ORPHA:401795"
55697,VAC14,"ORPHA:3472,OMIM:617054"
51057,WDPCP,"ORPHA:110,ORPHA:1338,OMIM:217085,OMIM:615992"
55717,WDR11,"OMIM:146110,OMIM:614858,ORPHA:478,ORPHA:432,ORPHA:95496"
57728,WDR19,"OMIM:616307,ORPHA:1515,ORPHA:474,OMIM:614378,OMIM:614377,ORPHA:3156,OMIM:614376"
57539,WDR35,"ORPHA:93271,OMIM:613610,OMIM:614091,ORPHA:1515"
80326,WNT10A,"ORPHA:248,ORPHA:50944,ORPHA:99798,OMIM:224750,OMIM:150400,OMIM:257980"
7473,WNT3,"OMIM:273395,ORPHA:3301"
54361,WNT4,"OMIM:158330,ORPHA:247768,ORPHA:139466,OMIM:611812"
7474,WNT5A,"ORPHA:3107,OMIM:180700"
7476,WNT7A,"OMIM:228930,OMIM:276820,ORPHA:2879"
55135,WRAP53,"ORPHA:1775,OMIM:613988"
7486,WRN,"OMIM:277700,ORPHA:902"
7490,WT1,"ORPHA:83469,OMIM:194070,OMIM:156240,OMIM:194072,OMIM:106210,OMIM:194080,ORPHA:220,ORPHA:3097,ORPHA:654,ORPHA:347,ORPHA:251510,OMIM:608978,OMIM:136680,OMIM:256370,ORPHA:893,ORPHA:242,ORPHA:656"
51741,WWOX,"OMIM:133239,ORPHA:99977,OMIM:616211,OMIM:614322,ORPHA:442835,ORPHA:284282,ORPHA:251510"
7516,XRCC2,"ORPHA:399805,ORPHA:84,OMIM:619146,OMIM:619145,OMIM:617247"
9839,ZEB2,"OMIM:235730,ORPHA:261537,ORPHA:261552"
23414,ZFPM2,"ORPHA:3303,OMIM:610187,OMIM:616067,OMIM:187500,ORPHA:251510,ORPHA:2140"
10269,ZMPSTE24,"OMIM:608612,ORPHA:90154,OMIM:275210,ORPHA:740,ORPHA:1662"
8882,ZPR1,OMIM:619321
